id_yt_no;id_yt_var;type_fr;issued;years;title_en;title_fr;value_en;value_fr;color_en;color_fr;description_fr;perforated_dimensions;image
1009;;Poste;1955;1955;Rotary International, 50th Anniversary;Cinquantenaire du Rotary international;30 ₣ - French franc;30 f.;Multicolor;bleu et jaune;;13;T01-000-1009.jpg
1009;a;Poste;1955;1955;;Cinquantenaire du Rotary international;;30 f.;;(non dentelé);;No;T01-000-1009.jpg
1009;A;Poste;1955;1955;Marianne de Muller;Marianne de Muller;6 ₣ - French franc;6 f.;Brown red;brun-orange;;14x13 1/2;T01-000-1009A.jpg
1009;Aa;Poste;1955;1955;;Marianne de Muller;;6 f.;;(non dentelé);;No;T01-000-1009A.jpg
1010;;Poste;1955;1955;Marianne de Muller;Marianne de Muller;12 ₣ - French franc;12 f.;Green;vert-jaune;;14x13 1/2;T01-000-1010.jpg
1010;a;Poste;1955;1955;;Marianne de Muller;;12 f.;;(feuillet de 10);;14x13 1/2;T01-000-1010.jpg
1010;b;Poste;1955;1955;;Marianne de Muller;;12 f.;;(non dentelé);;No;T01-000-1010.jpg
1010;c;Poste;1955;1955;;Marianne de Muller;;12 f.;;(non dentelé) feuillet de 10;;No;T01-000-1010.jpg
1011;;Poste;1955;1955;Marianne de Muller;Marianne de Muller;15 ₣ - French franc;15 f.;Carmine;rose carminé;;14x13 1/2;T01-000-1011.jpg
1011;a;Poste;1955;1955;;Marianne de Muller;;15 f.;;(avec bande publicitaire);;14x13 1/2;T01-000-1011.jpg
1011;b;Poste;1955;1955;;Marianne de Muller;;15 f.;;(non dentelé);;No;T01-000-1011.jpg
1011;A;Poste;1958;1955;Marianne de Muller;Marianne de Muller, type II;18 ₣ - French franc;18 f.;Dark green;vert foncé;;14x13 1/2;T01-000-1011A.jpg
1011;Aa;Poste;1958;1955;Marianne de Muller;Marianne de Muller;18 ₣ - French franc;18 f.;Dark green;(type I);;14x13 1/2;T01-000-1011A.jpg
1011;Ab;Poste;1958;1955;;Marianne de Muller;;18 f.;;(non dentelé);;No;T01-000-1011A.jpg
1011;B;Poste;1957;1955;Marianne de Muller;Marianne de Muller, type II;20 ₣ - French franc;20 f.;Bright blue;bleu;;14x13 1/2;T01-000-1011B.jpg
1011;Bb;Poste;1957;1955;;Marianne de Muller, type I;;20 f.;;(avec bande publicitaire);;14x13 1/2;T01-000-1011B.jpg
1011;Bc;Poste;1957;1955;Marianne de Muller;Marianne de Muller;20 ₣ - French franc;20 f.;Bright blue;(type II);;14x13 1/2;T01-000-1011B.jpg
1011;Bd;Poste;1957;1955;;Marianne de Muller, type II;;20 f.;;(avec bande publicitaire);;14x13 1/2;T01-000-1011B.jpg
1011;Be;Poste;1957;1955;;Marianne de Muller, type I;;20 f.;;(non dentelé);;No;T01-000-1011B.jpg
1011;Bf;Poste;1957;1955;;Marianne de Muller, type I;;20 f.;;(non dentelé) avec bande publicitaire;;No;T01-000-1011B.jpg
1011;C;Poste;1959;1955;Marianne de Muller;Marianne de Muller, type I;25 ₣ - French franc;25 f.;Carmine red;rouge;;14x13 1/2;T01-000-1011C.jpg
1011;Ca;Poste;1959;1955;;Marianne de Muller, type I;;25 f.;;(Paire verticale de carnet avec barres);;14x13 1/2;T01-000-1011C.jpg
1011;Cb;Poste;1959;1955;Marianne de Muller;Marianne de Muller;25 French centime;25 f.;Scarlet;(type II);;14x13 1/2;T01-000-1011C.jpg
1011;Cc;Poste;1959;1955;;Marianne de Muller;;25 f.;;(avec bandelette inférieure blanche) (type II);;14x13 1/2;T01-000-1011C.jpg
1011;Cd;Poste;1959;1955;;Marianne de Muller;;25 f.;;(non dentelé);;No;T01-000-1011C.jpg
1012;;Poste;1955;1955;Philippe Le Bon (1767-1804);Inventeurs célèbres;5 ₣ - French franc;5 f.;Dark blue | Green blue;bleu et bleu clair;Philippe Le Bon (gaz d'éclairage);13;T01-000-1012.jpg
1013;;Poste;1955;1955;Barthélémy Thimonnier (1793-1859);Inventeurs célèbres;10 ₣ - French franc;10 f.;Lilac brown | Orange brown;brun foncé et brun-rouge;Barthélémy thimonnier (machine à coudre);13;T01-000-1013.jpg
1014;;Poste;1955;1955;Nicolas APPERT (1749-1841);Inventeurs célèbres;12 ₣ - French franc;12 f.;Russian green;vert-bleu;Nicolas Appert (conserve alimentaire);13;T01-000-1014.jpg
1015;;Poste;1955;1955;Sainte Claire Deville (1818-1881);Inventeurs célèbres;18 ₣ - French franc;18 f.;Dark grey blue | Violet ultramarine;bleu et bleu-gris;Sainte-Claire Deville (aluminium);13;T01-000-1015.jpg
1016;;Poste;1955;1955;Pierre Emile Martin (1824-1915);Inventeurs célèbres;25 ₣ - French franc;25 f.;Black violet | Dark violet;brun-violet et violet-noir;Pierre Martin (fabrication de l'Acier) (40e anniversaire de sa mort);13;T01-000-1016.jpg
1017;;Poste;1955;1955;Hilaire Bernigaud de Chardonnet (1839-1924);Inventeurs célèbres;30 ₣ - French franc;30 f.;Brick red | Carmine;carmin et vermillon;Louis-Maurice-Hilaire de Bernigaud, comte de Chardonnet (soie artificielle);13;T01-000-1017.jpg
1018;;Poste;1955;1955;Balloon Mail. 85th Anniversary of Air Mail;Journée du timbre et 85e anniversaire de la poste aérienne;12+3 ₣ - French franc;12 f. + 3 f.;Multicolor;bleu-olive et brun-rouge;Départ d'un ballo-poste pendant le Siège de Paris;13;T01-000-1018.jpg
1018;a;Poste;1955;1955;;Journée du timbre et 85e anniversaire de la poste aérienne;;12 f. + 3 f.;;(non dentelé);;No;T01-000-1018.jpg
1019;;Poste;1955;1955;Cathedral and Saint Etienne Bridge, Limoges;Vue de Limoges (le pont Saint-Etienne et la cathédrale);12 ₣ - French franc;12 f.;Brown | Dark violet brown;brun-jaune et brun-lilas;;13;T01-000-1019.jpg
1019;a;Poste;1955;1955;;Vue de Limoges (le pont Saint-Etienne et la cathédrale);;12 f.;;(non dentelé);;No;T01-000-1019.jpg
1020;;Poste;1955;1955;Gloved Model in Place de la Concorde;La ganterie;25 ₣ - French franc;25 f.;Multicolor;noir violacé et bleu-violet;Elégante devant les fontaines de l'Obélisque de la place de la Concorde;13;T01-000-1020.jpg
1020;a;Poste;1955;1955;;La ganterie;;25 f.;;(non dentelé);;No;T01-000-1020.jpg
1021;;Poste;1955;1955;Florian Pierre Claris de (1755-1794);Bicentenaire de la naissance du fabuliste Jean-Pierre Claris de Florian (1755-1794);12 ₣ - French franc;12 f.;Dark green blue;bleu-vert;Florian et scène de 'Estelle et Nemorin';13;T01-000-1021.jpg
1021;a;Poste;1955;1955;;Bicentenaire de la naissance du fabuliste Jean-Pierre Claris de Florian (1755-1794);;12 f.;;(non dentelé);;No;T01-000-1021.jpg
1022;;Poste;1955;1955;Télévision;La Télévision;15 ₣ - French franc;15 f.;Black blue | Ultramarine;bleu-noir et outremer;La Tour Eiffel et antennes, au-dessus des toits de Paris;13;T01-000-1022.jpg
1022;a;Poste;1955;1955;;La Télévision;;15 f.;;(non dentelé);;No;T01-000-1022.jpg
1023;;Poste;1955;1955;In Memory of the Deportation Camps;10e anniversaire de la libération des camps de déportation;12 ₣ - French franc;12 f.;Brown | Violet blue;brun-noir et gris-bleu;;13;T01-000-1023.jpg
1023;a;Poste;1955;1955;;10e anniversaire de la libération des camps de déportation;;12 f.;;(non dentelé);;No;T01-000-1023.jpg
1024;;Poste;1955;1955;Electrification of the line Valenciennes - Thionville;Electrification de la ligne Valenciennes-Thionville;12 ₣ - French franc;12 f.;Grey blue | Lilac brown;sépia et gris-bleu;Locomotive Alsthom;13;T01-000-1024.jpg
1024;a;Poste;1955;1955;;Electrification de la ligne Valenciennes-Thionville;;12 f.;;(non dentelé);;No;T01-000-1024.jpg
1025;;Poste;1955;1955;The Jacquemart (Campanile), Moulins;5e centenaire du Jacquemart de Moulins;12 ₣ - French franc;12 f.;Black brown;brun-gris;Moulins : le Jacquemart;13;T01-000-1025.jpg
1025;a;Poste;1955;1955;;5e centenaire du Jacquemart de Moulins;;12 f.;;(non dentelé);;No;T01-000-1025.jpg
1026;;Poste;1955;1955;Jules Verne (1828-1905);Cinquantenaire de la mort de jules Verne (1828-1905);30 ₣ - French franc;30 f.;Black blue;bleu-noir;Jules Verne et le 'Nautilus';13;T01-000-1026.jpg
1026;a;Poste;1955;1955;;Cinquantenaire de la mort de jules Verne (1828-1905);;30 f.;;(non dentelé);;No;T01-000-1026.jpg
1027;;Poste;1955;1955;Philippe-Auguste (1165-1223);Célébrités du XIIe au XXe siècles;12+5 ₣ - French franc;12 f. + 5 f.;Violet;violet;Philippe-Auguste, roi de France de 1180 à 1223;13;T01-000-1027.jpg
1028;;Poste;1955;1955;François de Malherbe (1555-1628);Célébrités du XIIe au XXe siècles;15+6 ₣ - French franc;15 f. + 6 f.;Dark blue;bleu;François de Malherbe, poète;13;T01-000-1028.jpg
1029;;Poste;1955;1955;Vauban (1633-1707);Célébrités du XIIe au XXe siècles;18+7 ₣ - French franc;18 f. + 7 f.;Dark green;vert;Sébastien Le Prestre de Vauban, par Rigaud;13;T01-000-1029.jpg
1030;;Poste;1955;1955;Vergennes (1717-1787);Célébrités du XIIe au XXe siècles;25+8 ₣ - French franc;25 f. + 8 f.;Violet grey;violet-gris;Charles Gravier, comte de Vergennes;13;T01-000-1030.jpg
1031;;Poste;1955;1955;Pierre Simon de Laplace (1749-1827);Célébrités du XIIe au XXe siècles;30+9 ₣ - French franc;30 f. + 9 f.;Dark brown carmine;lie-de-vin;Pierre Simon, marquis de Laplace;13;T01-000-1031.jpg
1032;;Poste;1955;1955;Auguste Renoir (1841-1919);Célébrités du XIIe au XXe siècles;50+15 ₣ - French franc;50 f. + 15 f.;Blue green;bleu-vert;Pierre-Auguste Renoir;13;T01-000-1032.jpg
1033;;Poste;1955;1955;Auguste et Louis Lumiere;60e anniversaire de l'Invention du cinématographe par les frères Lumière;30 ₣ - French franc;30 f.;Carmine brown;brun-rouge;Auguste (1862-1954) et Louis (1864-1948) Lumière;13;T01-000-1033.jpg
1033;a;Poste;1955;1955;;60e anniversaire de l'Invention du cinématographe par les frères Lumière;;30 f.;;(non dentelé);;No;T01-000-1033.jpg
1034;;Poste;1955;1955;Jacques Cœur (1395-1456);5e centenaire de la mort de Jacques coeur (1395-1456);12 ₣ - French franc;12 f.;Dark blue violet;violet foncé;Jacques Coeur et son palais de Bourges;13;T01-000-1034.jpg
1034;a;Poste;1955;1955;;5e centenaire de la mort de Jacques coeur (1395-1456);;12 f.;;(non dentelé);;No;T01-000-1034.jpg
1035;;Poste;1955;1955;France Canada, La Capricieuse - 1855;Centenaire de l'amitié franco-canadienne. Frégate 'La Capricieuse';30 ₣ - French franc;30 f.;Dark green blue | Dark ultramarine;bleu-vert et bleu;;13;T01-000-1035.jpg
1035;a;Poste;1955;1955;;Centenaire de l'amitié franco-canadienne. Frégate 'La Capricieuse';;30 f.;;(non dentelé);;No;T01-000-1035.jpg
1036;;Poste;1955;1955;Bordeaux;Série touristique;6 ₣ - French franc;6 f.;Red lilac;rouge carminé;Région bordelaise (la Gironde et puits de pétrole de Parentis);13;T01-000-1036.jpg
1037;;Poste;1955;1955;Marseille;Série touristique;8 ₣ - French franc;8 f.;Dark greenish blue;ardoise;Marseille, le vieux port et Notre-Dame de la Garde;13;T01-000-1037.jpg
1038;;Poste;1955;1955;Nice;Série touristique;10 ₣ - French franc;10 f.;Dark ultramarine;bleu;Le port de Nice;13;T01-000-1038.jpg
1039;;Poste;1955;1955;Valentré Bridge, Cahors;Série touristique;12 ₣ - French franc;12 f.;Grey blue | Violet brown;sépia et gris-bleu;Pont Valentré, à Cahors;13;T01-000-1039.jpg
1040;;Poste;1955;1955;Uzerche;Série touristique;18 ₣ - French franc;18 f.;Blue | Green;vert et bleu-noir;Uzerche (Limousin);13;T01-000-1040.jpg
1041;;Poste;1955;1955;Mount Pele, Martinique;Série touristique;20 ₣ - French franc;20 f.;Black violet | Violet;violet et lilas;Le Mont Pelé, Martinique;13;T01-000-1041.jpg
1042;;Poste;1955;1955;Ramparts of Brouage;Série touristique;25 ₣ - French franc;25 f.;Carmine brown | Red Brown;brun-rouge et brun-lilas;Remparts de Brouage (Aunis) (16e siècle);13;T01-000-1042.jpg
1043;;Poste;1955;1955;Gérard de Nerval (1808-1855);Centenaire de la mort de l'écrivain Gérard Labrunie, dit de Nerval;12 ₣ - French franc;12 f.;Brown | Red Brown;brun carminé et brun noir;Médaillon, par Ichan Duseigneur;13;T01-000-1043.jpg
1043;a;Poste;1955;1955;;Centenaire de la mort de l'écrivain Gérard Labrunie, dit de Nerval;;12 f.;;(non dentelé);;No;T01-000-1043.jpg
1044;;Poste;1955;1955;Comte of Foix;Armoiries de provinces (VIII);50 French centime;50 c.;Multicolor;noir, vert, jaune et rouge;Comté de Foix;14x13 1/2;T01-000-1044.jpg
1045;;Poste;1955;1955;Marche;Armoiries de provinces (VIII);70 French centime;70 c.;Multicolor;rouge, bleu et jaune;Marche;14x13 1/2;T01-000-1045.jpg
1046;;Poste;1955;1955;Roussillon;Armoiries de provinces (VIII);80 French centime;80 c.;Multicolor;bistre, jaune et rouge;Roussillon;14x13 1/2;T01-000-1046.jpg
1047;;Poste;1955;1955;Comtat Venaissin;Armoiries de provinces (VIII);1 ₣ - French franc;1 f.;Multicolor;outremer, rouge et jaune;Comtat Venaissin;14x13 1/2;T01-000-1047.jpg
1048;;Poste;1955;1955;J.B. Pigalle (1714-1785) The child in the cage;Au profit de la Croix-Rouge. Croix en rouge;12+3 ₣ - French franc;12 f. + 3 f.;Brown lilac | Red;lie-de-vin;l'Enfant à la cage, par J.-B. Pigalle (1714-1785);13;T01-000-1048.jpg
1049;;Poste;1955;1955;The child with a goose (Greek statue);Au profit de la Croix-Rouge. Croix en rouge;15+5 ₣ - French franc;15 f. + 5 f.;Black blue | Red;bleu-gris;l'Enfant à l'Oie (statue grecque);13;T01-000-1049.jpg
1049;a;Poste;1955;1955;;Au profit de la Croix-Rouge. Croix en rouge, paire verticale de carnet;;15 f. + 5 f.;;bleu-gris;;13;T01-000-1049.jpg
1050;;Poste;1956;1956;Struthof: Memorial of the Deportation;Mémorial national de la déportation, à Struthof (Alsace);15 ₣ - French franc;15 f.;Brown black | Red Brown;brun-carmin et brun-noir;;13;T01-000-1050.jpg
1050;a;Poste;1956;1956;;Mémorial national de la déportation, à Struthof (Alsace);;15 f.;;(non dentelé);;No;T01-000-1050.jpg
1051;;Poste;1956;1956;Douai: belfry;Beffroi de Douai;15 ₣ - French franc;15 f.;Black blue | Blue;bleu foncé et bleu clair;;13;T01-000-1051.jpg
1051;a;Poste;1956;1956;;Beffroi de Douai;;15 f.;;(non dentelé);;No;T01-000-1051.jpg
1052;;Poste;1956;1956;Colonel Driant (1855-1916);40e anniversaire de la mort du colonel Emile A.-C. Driant (1855-1916) à Verdun;15 ₣ - French franc;15 f.;Black blue;bleu;Le colonel Driant et son poste de commandement du bois des Caures;13;T01-000-1052.jpg
1052;a;Poste;1956;1956;;40e anniversaire de la mort du colonel Emile A.-C. Driant (1855-1916) à Verdun;;15 f.;;(non dentelé);;No;T01-000-1052.jpg
1053;;Poste;1956;1956;Verdun: Foot soldiers in the trench;40e anniversaire de la victoire de Verdun;30 ₣ - French franc;30 f.;Black blue | Brown olive;bleu-violet et brun-olive;Fantassins dans la tranchée;13;T01-000-1053.jpg
1053;a;Poste;1956;1956;;40e anniversaire de la victoire de Verdun;;30 f.;;(non dentelé);Fantassins dans la tranchée;No;T01-000-1053.jpg
1054;;Poste;1956;1956;François de Tassis (1450-1517);Journée du timbre;12+3 ₣ - French franc;12 f. + 3 f.;Multicolor;vert, outremer et brun-lilas;François de Tassis et courrier à cheval, gravure de Dürer;13;T01-000-1054.jpg
1054;a;Poste;1956;1956;;Journée du timbre;;12 f. + 3 f.;;(non dentelé);;No;T01-000-1054.jpg
1055;;Poste;1956;1956;J.H. Fabre (1823-1915) entomologist;Inventeurs et chercheurs célèbres;12 ₣ - French franc;12 f.;Lilac | Red Brown;brun-violet et brun-orange;J-H. Fabre et insectes;13;T01-000-1055.jpg
1056;;Poste;1956;1956;Charles Tellier (1828-1913);Inventeurs et chercheurs célèbres;15 ₣ - French franc;15 f.;Black blue | Blue black;noir et violet-noir;Charles Tellier et navire frigorifique;13;T01-000-1056.jpg
1057;;Poste;1956;1956;Camille Flammarion (1842-1925);Inventeurs et chercheurs célèbres;18 ₣ - French franc;18 f.;Bright blue;outremer;Camille Flammarion et observatoire de Juvisy;13;T01-000-1057.jpg
1058;;Poste;1956;1956;Paul Sabatier (1854-1941);Inventeurs et chercheurs célèbres;30 ₣ - French franc;30 f.;Blue green | Green;vert-noir et vert-bleu;Paul Sabatier et catalyseur;13;T01-000-1058.jpg
1059;;Poste;1956;1956;Versailles:Castle Le Grand Trianon;Grand Trianon de Versailles;12 ₣ - French franc;12 f.;Green | Lilac brown;vert foncé et brun;Oeuvre d'Hardouin-Mansart (1646-1708);13;T01-000-1059.jpg
1059;a;Poste;1956;1956;;Grand Trianon de Versailles;;12 f.;;(non dentelé);;No;T01-000-1059.jpg
1060;;Poste;1956;1956;France-Latin America Tomb of Francis II of Brittany Nantes;Amitié France-Amérique latine;30 ₣ - French franc;30 f.;Brown | Red Brown;brun et brun-rouge;Sculpture péruvienne du XVIe siècle (guerrier Ataviado et tête de 'La Prudence', par Michel Colombe (1431-1512)).;13;T01-000-1060.jpg
1060;a;Poste;1956;1956;;Amitié France-Amérique latine;;30 f.;;(non dentelé);;No;T01-000-1060.jpg
1061;;Poste;1956;1956;Florence-Reims Twinning;Jumelage Reims-Florence;12 ₣ - French franc;12 f.;Black | Green;noir et vert;Détail de 'l'Ange au Sourire', cathédrale de Reims. Palais de la Seigneurie à Florence et détail du 'Printemps', de Botticelli;13;T01-000-1061.jpg
1061;a;Poste;1956;1956;;Jumelage Reims-Florence;;12 f.;;(non dentelé);;No;T01-000-1061.jpg
1062;;Poste;1956;1956;Sovereign Order of Malta;Ordre de Malte;12 ₣ - French franc;12 f.;Multicolor;sépia, rouge et brun-rouge;Léproserie en A.E.F.;13;T01-000-1062.jpg
1062;a;Poste;1956;1956;;Ordre de Malte;;12 f.;;(non dentelé);;No;T01-000-1062.jpg
1063;;Poste;1956;1956;St. Yves of Treguier;Saint Yves, patron des hommes de loi;15 ₣ - French franc;15 f.;Black | Blue grey;gris et noir;St Yves entre le pauvre et le riche;13;T01-000-1063.jpg
1063;a;Poste;1956;1956;;Saint Yves, patron des hommes de loi;;15 f.;;(non dentelé);;No;T01-000-1063.jpg
1064;;Poste;1956;1956;Louis Franchet dEsperey (1856-1942);Centenaire de la naissance du maréchal Franchet d'Esperey;30 ₣ - French franc;30 f.;Dark lilac;lilas-brun;Maréchal Franchet d'Esperey;13;T01-000-1064.jpg
1064;a;Poste;1956;1956;;Centenaire de la naissance du maréchal Franchet d'Esperey;;30 f.;;(non dentelé);;No;T01-000-1064.jpg
1065;;Poste;1956;1956;Montceau-les-Mines (Monument to miners);Centenaire de l'érection en commune de Montceau-les-Mines;12 ₣ - French franc;12 f.;Dark violet brown;brun-violet;Monument aux mineurs de Montceau-les-Mines;13;T01-000-1065.jpg
1065;a;Poste;1956;1956;;Centenaire de l'érection en commune de Montceau-les-Mines;;12 f.;;(non dentelé);;No;T01-000-1065.jpg
1066;;Poste;1956;1956;Guillaume Budé (1467-1540);Célébrités du XVe au XXe siècles;12+3 ₣ - French franc;12 f. + 3 f.;Cobalt;bleu;Guillaume Budé, humaniste;13;T01-000-1066.jpg
1067;;Poste;1956;1956;Jean Goujon (1510-1567);Célébrités du XVe au XXe siècles;12+3 ₣ - French franc;12 f. + 3 f.;Blue grey;gris-violet;Jean Goujon, sculpteur;13;T01-000-1067.jpg
1068;;Poste;1956;1956;Champlain (1567-1635);Célébrités du XVe au XXe siècles;12+3 ₣ - French franc;12 f. + 3 f.;Vermilion;vermillon;Samuel de Champlain, explorateur;13;T01-000-1068.jpg
1069;;Poste;1956;1956;Chardin (1699-1779);Célébrités du XVe au XXe siècles;15+5 ₣ - French franc;15 f. + 5 f.;Dark green;vert;Jean-Baptiste Siméon Chardin (autoportrait);13;T01-000-1069.jpg
1070;;Poste;1956;1956;Maurice Barrès (1862-1923);Célébrités du XVe au XXe siècles;15+5 ₣ - French franc;15 f. + 5 f.;Dark violet brown;bistre;Maurice Barrés, écrivain;13;T01-000-1070.jpg
1071;;Poste;1956;1956;Maurice Ravel (1875-1937);Célébrités du XVe au XXe siècles;15+5 ₣ - French franc;15 f. + 5 f.;Blue violet;violet;Maurice Ravel, compositeur;13;T01-000-1071.jpg
1072;;Poste;1956;1956;Basket-ball;Série sportive;30 ₣ - French franc;30 f.;Black | Blue grey;gris et noir;Basket-ball;13;T01-000-1072.jpg
1073;;Poste;1956;1956;Basque Pelota;Série sportive;40 ₣ - French franc;40 f.;Dark lilac | Violet brown;brun foncé et lilas;Pelote basque;13;T01-000-1073.jpg
1074;;Poste;1956;1956;Rugby;Série sportive;50 ₣ - French franc;50 f.;Blue violet | Violet;lilas et violet;Rugby;13;T01-000-1074.jpg
1075;;Poste;1956;1956;Mountaineering;Série sportive;75 ₣ - French franc;75 f.;Multicolor;bleu ardoise et vert;Alpinisme;13;T01-000-1075.jpg
1076;;Poste;1956;1956;EUROPA - Rebuilding Europe;Europa;15 ₣ - French franc;15 f.;Brown carmine | Lilac pink;rose et grenat;Typographie, format 21x35,5;13 1/2x14;T01-000-1076.jpg
1077;;Poste;1956;1956;EUROPA - Rebuilding Europe;Europa;30 ₣ - French franc;30 f.;Cobalt | Violet blue;bleu foncé et bleu;Taille-douce, format 22x36;13;T01-000-1077.jpg
1078;;Poste;1956;1956;Donzère Mondragon  (Barrage);Réalisations techniques (I);12 ₣ - French franc;12 f.;Grey blue | Violet brown;ardoise et brun;Barrage de Donzère-Mondragon;13;T01-000-1078.jpg
1079;;Poste;1956;1956;Chamonix: cable car of the Aiguille du Midi 3842m;Réalisations techniques (I);18 ₣ - French franc;18 f.;Green black;bleu-noir;Téléphérique de l'Aiguille du Midi;13;T01-000-1079.jpg
1080;;Poste;1956;1956;Strasbourg (port);Réalisations techniques (I);30 ₣ - French franc;30 f.;Black blue | Dark blue;bleu-noir et bleu;Port de Strasbourg;13;T01-000-1080.jpg
1081;;Poste;1956;1956;Parmentier Antoine Augustin (1737-1813);Antoine-Augustin, baron Parmentier, créateur de la chimie alimentaire (1737-1803);12 ₣ - French franc;12 f.;Lilac brown | Red Brown;brun-rouge et brun-lilas;;13;T01-000-1081.jpg
1081;a;Poste;1956;1956;;Antoine-Augustin, baron Parmentier, créateur de la chimie alimentaire (1737-1803);;12 f.;;(non dentelé);;No;T01-000-1081.jpg
1082;;Poste;1956;1956;Petrarque (1304-1374);Personnages étrangers ayant participé à la vie française;8 ₣ - French franc;8 f.;Dark green;vert;Pétrarque, poète italien;13;T01-000-1082.jpg
1083;;Poste;1956;1956;J.B. Lulli (1632-1687);Personnages étrangers ayant participé à la vie française;12 ₣ - French franc;12 f.;Violet purple;lie-de-vin;J.-B. Lulli, musicien italien;13;T01-000-1083.jpg
1084;;Poste;1956;1956;J.J. Rousseau (1712-1778);Personnages étrangers ayant participé à la vie française;15 ₣ - French franc;15 f.;Brown red;rouge;J.-J. Rousseau, littérateur suisse;13;T01-000-1084.jpg
1085;;Poste;1956;1956;Benjamin Franklin (1706-1790);Personnages étrangers ayant participé à la vie française;18 ₣ - French franc;18 f.;Ultramarine;outremer;Benjamin Franklin, homme d'Etat et physicien américain;13;T01-000-1085.jpg
1086;;Poste;1956;1956;Frederic Chopin (1810-1849);Personnages étrangers ayant participé à la vie française;20 ₣ - French franc;20 f.;Violet;violet;Frédéric Chopin, musicien polonais;13;T01-000-1086.jpg
1087;;Poste;1956;1956;Vincent Van Gogh (1853-1890);Personnages étrangers ayant participé à la vie française;30 ₣ - French franc;30 f.;Blue green;turquoise;Vincent Van Gogh, peintre néerlandais (autoportrait);13;T01-000-1087.jpg
1088;;Poste;1956;1956;Pierre de Coubertin (1863-1937): Olympic Games Reviver;60e anniversaire de la rénovation des Jeux Olympiques. Baron Pierre de Coubertin, rénovateur;30 ₣ - French franc;30 f.;Brown violet | Violet grey;gris et lilas;;13;T01-000-1088.jpg
1088;a;Poste;1956;1956;;60e anniversaire de la rénovation des Jeux Olympiques. Baron Pierre de Coubertin, rénovateur;;30 f.;;(non dentelé);;No;T01-000-1088.jpg
1089;;Poste;1956;1956;Le Nain (young peasant, detail);Surtaxe au profit de la Croix-Rouge. Croix en rouge;12+3 ₣ - French franc;12 f. + 3 f.;Brown olive | Red;brun-olive;jeune paysan. Détail de 'Famille de paysans dans un intérieur', par Le Nain;13;T01-000-1089.jpg
1090;;Poste;1956;1956;Watteau (gilles);Surtaxe au profit de la Croix-Rouge. Croix en rouge;15+5 ₣ - French franc;15 f. + 5 f.;Red | Red lilac;carmin;Gilles, par Watteau;13;T01-000-1090.jpg
1091;;Poste;1957;1957;Racing Pigeon (Columba livia forma domestica);En l'honneur de la colombophilie;15 ₣ - French franc;15 f.;Multicolor;bleu-noir, bleu et rose;Pigeon 'Bleu-Sion-Lamotte';13;T01-000-1091.jpg
1091;a;Poste;1957;1957;;En l'honneur de la colombophilie;;15 f.;;(non dentelé);;No;T01-000-1091.jpg
1092;;Poste;1957;1957;Schoelcher Victor (1804-1893);A la mémoire de Victor Scoelcher (1804-1893);18 ₣ - French franc;18 f.;Carmine lilac;rose;;13;T01-000-1092.jpg
1092;a;Poste;1957;1957;;A la mémoire de Victor Scoelcher (1804-1893);;18 f.;;(non dentelé);;No;T01-000-1092.jpg
1093;;Poste;1957;1957;Felucca XVIIIth Century;Journée du timbre;12+3 ₣ - French franc;12 f. + 3 f.;Bright violet blue | Brown black;gris-bleu et brun-noir;Felouque du XVIIIe siècle;13;T01-000-1093.jpg
1093;a;Poste;1957;1957;;Journée du timbre;;12 f. + 3 f.;;(non dentelé);;No;T01-000-1093.jpg
1094;;Poste;1957;1957;National Porcelain industry at Sevres;Bicentenaire de la manufacture nationale de Sèvre. Biscuit 'La Baigneuse', d'après Falconet;30 ₣ - French franc;30 f.;Blue | Violet blue;outremer et bleu foncé;;13;T01-000-1094.jpg
1094;a;Poste;1957;1957;;Bicentenaire de la manufacture nationale de Sèvre. Biscuit 'La Baigneuse', d'après Falconet;;30 f.;;(non dentelé);;No;T01-000-1094.jpg
1095;;Poste;1957;1957;Plante Gaston (1834-1889);Savants et inventeurs;8 ₣ - French franc;8 f.;Brown black | Violet purple;gris-olive et brun-lilas;Gaston Planté, inventeur de l'Accumulateur électrique;13;T01-000-1095.jpg
1096;;Poste;1957;1957;Beclere Antoine (1856-1939);Savants et inventeurs;12 ₣ - French franc;12 f.;Multicolor;bleu, vert et noir;Antoine Béclère, fondateur de la radiologie;13;T01-000-1096.jpg
1097;;Poste;1957;1957;Terrillon Octave (1844-1895);Savants et inventeurs;18 ₣ - French franc;18 f.;Lilac purple | Red;rose et lie-de-vin;Octave Terrillon, créateur de l'Asepsie;13;T01-000-1097.jpg
1098;;Poste;1957;1957;Oehmichen Etienne (1884-1955);Savants et inventeurs;30 ₣ - French franc;30 f.;Black green | Green;vert et vert-noir;Etienne Oehhmichen, inventeur de l'Hélicoptère;13;T01-000-1098.jpg
1099;;Poste;1957;1957;Uzès Chateau;Château d'uzès;12 ₣ - French franc;12 f.;Blue | Brown;bleu-vert et bistre;;13;T01-000-1099.jpg
1099;a;Poste;1957;1957;;Château d'uzès;;12 f.;;(non dentelé);;No;T01-000-1099.jpg
1100;;Poste;1957;1957;Jean Moulin (1899-1943);Héros de la Résistance (I);8 ₣ - French franc;8 f.;Dark carmine brown;brun-lilas;Jean Moulin;13;T01-000-1100.jpg
